HOLEID,PROJECTCODE,DEPTH,AZIMUTH,DIP,SURVTYPE
"MEC-116","UGROUND",0,0,-90,"SET-UP"
"MEC-117","UGROUND",0,0,-90,"SET-UP"
"MEC-118","UGROUND",0,0,-90,"SET-UP"
"MEC-119","UGROUND",0,0,-90,"SET-UP"
"MEC-120","UGROUND",0,0,-90,"SET-UP"
"MEC-121","UGROUND",0,180,-90,"SET-UP"
"MEC-122","UGROUND",0,0,-90,"SET-UP"
"MEC-123","UGROUND",0,0,-90,"SET-UP"
"MEC-124","UGROUND",0,180,-90,"SET-UP"
"MEC-125","UGROUND",0,0,-90,"SET-UP"
"MEC-126","UGROUND",0,0,-90,"SET-UP"
"MEC-127","UGROUND",0,0,-90,"SET-UP"
"MEC-128","UGROUND",0,180,-90,"SET-UP"
"MEC-129","UGROUND",0,0,-90,"SET-UP"
"MEC-130","UGROUND",0,180,-90,"SET-UP"
"MEC-131","UGROUND",0,180,-90,"SET-UP"
"MEC-132","UGROUND",0,180,-90,"SET-UP"
"MEC-141","UGROUND",0,0,-90,"SET-UP"
"MEC-142","UGROUND",0,0,-90,"SET-UP"
"MEC-143","UGROUND",0,0,-90,"SET-UP"
"MEC-144","UGROUND",0,0,-90,"SET-UP"
"MEC-145","UGROUND",0,0,-90,"SET-UP"
"MEC-146","UGROUND",0,0,-90,"SET-UP"
"MEC-147","UGROUND",0,0,-90,"SET-UP"
"MEC-148","UGROUND",0,0,-90,"SET-UP"
"MEC-149","UGROUND",0,0,-90,"SET-UP"
"MEC-150","UGROUND",0,0,-90,"SET-UP"
"MEC-151","UGROUND",0,0,-90,"SET-UP"
"MEC-152","UGROUND",0,0,-90,"SET-UP"
"MEC-153","UGROUND",0,0,-90,"SET-UP"
"MEC-154","UGROUND",0,0,-90,"SET-UP"
"MEC-155","UGROUND",0,0,-90,"SET-UP"
"MEC-156","UGROUND",0,0,-90,"SET-UP"
"MEC-157","UGROUND",0,180,-90,"SET-UP"
"MEC-157A","UGROUND",0,180,-90,"SET-UP"
"MEC-158","UGROUND",0,180,-90,"SET-UP"
"MEC-159","UGROUND",0,180,-90,"SET-UP"
"MEC-160","UGROUND",0,180,-90,"SET-UP"
"MEC-161","UGROUND",0,180,-90,"SET-UP"
"MEC-162","UGROUND",0,180,-90,"SET-UP"
"MEC-163","UGROUND",0,180,-90,"SET-UP"
"MEC-164","UGROUND",0,0,-90,"SET-UP"
"MEC-165","UGROUND",0,0,-90,"SET-UP"
"MEC-166","UGROUND",0,0,-90,"SET-UP"
"MEC-167","UGROUND",0,0,-90,"SET-UP"
"MEC-168","UGROUND",0,248,-8,"SET-UP"
"MEC-168","UGROUND",5,250.5,-8.8,"SGL SHOT"
"MEC-168","UGROUND",30,251.9,-9.3,"SGL SHOT"
"MEC-169","UGROUND",0,212,-1,"SET-UP"
"MEC-169","UGROUND",10,210,-1.3,"SGL SHOT"
"MEC-169","UGROUND",30,212.2,-0.9,"SGL SHOT"
"MEC-169","UGROUND",65,212.4,-0.6,"SGL SHOT"
"MEC-169","UGROUND",90,213.9,0.1,"SGL SHOT"
"MEC-170","UGROUND",0,249,3,"SET-UP"
"MEC-170","UGROUND",5,250.7,2.9,"SGL SHOT"
"MEC-170","UGROUND",30,251.5,2.2,"SGL SHOT"
"MEC-171","UGROUND",0,180,-90,"SET-UP"
"MEC-172","UGROUND",0,180,-90,"SET-UP"
"MEC-173","UGROUND",0,180,-90,"SET-UP"
"MEC-174","UGROUND",0,180,-90,"SET-UP"
"MEC-175","UGROUND",0,180,-90,"SET-UP"
"MEC-176","UGROUND",0,215,-36,"SET-UP"
"MEC-176","UGROUND",5,224.6,-36.5,"SGL SHOT"
"MEC-176","UGROUND",30,220.6,-36.9,"SGL SHOT"
"MEC-177","UGROUND",0,215,-10,"SET-UP"
"MEC-177","UGROUND",5,217.7,-9.2,"SGL SHOT"
"MEC-177","UGROUND",30,216.7,-10.1,"SGL SHOT"
"MEC-178","UGROUND",0,215,0,"SET-UP"
"MEC-178","UGROUND",5,215.6,-0.5,"SGL SHOT"
"MEC-178","UGROUND",30,216.4,-0.4,"SGL SHOT"
"MEC-179","UGROUND",0,180,-90,"SET-UP"
"MEC-180","UGROUND",0,180,-90,"SET-UP"
"MEC-181","UGROUND",0,261,-55,"SET-UP"
"MEC-181","UGROUND",5,266.4,-56.7,"SGL SHOT"
"MEC-182","UGROUND",0,261,-20,"SET-UP"
"MEC-182","UGROUND",5,266.4,-20.9,"SGL SHOT"
"MEC-182","UGROUND",30,262.3,-22,"SGL SHOT"
"MEC-183","UGROUND",0,261,0,"SET-UP"
"MEC-183","UGROUND",5,261.9,-0.1,"SGL SHOT"
"MEC-183","UGROUND",30,262.8,-0.4,"SGL SHOT"
"MEC-184","UGROUND",0,261,10,"SET-UP"
"MEC-184","UGROUND",5,264.2,9.3,"SGL SHOT"
"MEC-184","UGROUND",30,260.2,8.5,"SGL SHOT"
"MEC-185","UGROUND",0,180,-90,"SET-UP"
"MEC-186","UGROUND",0,180,-90,"SET-UP"
"MEC-186","UGROUND",1,180,-90,"SET-UP"
"MEC-187","UGROUND",0,180,-90,"SET-UP"
"MEC-187","UGROUND",2,180,-90,"SET-UP"
"MEC-188","UGROUND",0,180,-90,"SET-UP"
"MEC-188","UGROUND",3,180,-90,"SET-UP"
"MEC-189","UGROUND",0,180,-90,"SET-UP"
"MEC-189","UGROUND",4,180,-90,"SET-UP"
"MEC-190","UGROUND",0,180,-90,"SET-UP"
"MEC-190","UGROUND",5,180,-90,"SET-UP"
"MEC-192","UGROUND",0,180,-90,"SET-UP"
"MEC-192","UGROUND",7,180,-90,"SET-UP"
"MEC-193","UGROUND",0,180,-90,"SET-UP"
"MEC-193","UGROUND",8,180,-90,"SET-UP"
"MEC-194","UGROUND",0,180,-90,"SET-UP"
"MEC-194","UGROUND",9,180,-90,"SET-UP"
"MEC-195","UGROUND",0,180,-90,"SET-UP"
"MEC-195","UGROUND",10,180,-90,"SET-UP"
"MEC-196","UGROUND",0,180,-90,"SET-UP"
"MEC-196","UGROUND",11,180,-90,"SET-UP"
"MEC-197","UGROUND",0,180,-90,"SET-UP"
"MEC-197","UGROUND",12,180,-90,"SET-UP"
"MEC-198","UGROUND",0,180,-90,"SET-UP"
"MEC-198","UGROUND",13,180,-90,"SET-UP"
"MEC-199","UGROUND",0,180,-90,"SET-UP"
"MEC-199","UGROUND",14,180,-90,"SET-UP"
"MEC-200","UGROUND",0,180,-90,"SET-UP"
"MEC-200","UGROUND",15,180,-90,"SET-UP"
"MEC-201","UGROUND",0,180,-90,"SET-UP"
"MEC-201","UGROUND",16,180,-90,"SET-UP"
"MEC-202","UGROUND",0,180,-90,"SET-UP"
"MEC-202","UGROUND",17,180,-90,"SET-UP"
"MEC-203","UGROUND",0,180,-90,"SET-UP"
"MEC-203","UGROUND",18,180,-90,"SET-UP"
"MEC-204","UGROUND",0,180,-90,"SET-UP"
"MEC-204","UGROUND",19,180,-90,"SET-UP"
"MEC-205","UGROUND",0,180,-90,"SET-UP"
"MEC-205","UGROUND",20,180,-90,"SET-UP"
"MEC-206","UGROUND",0,180,-90,"SET-UP"
"MEC-206","UGROUND",21,180,-90,"SET-UP"
"MEC-207","UGROUND",0,180,-90,"SET-UP"
"MEC-207","UGROUND",22,180,-90,"SET-UP"
"MEC-208","UGROUND",0,180,-90,"SET-UP"
"MEC-208","UGROUND",23,180,-90,"SET-UP"
"MEC-209","UGROUND",0,180,-90,"SET-UP"
"MEC-209","UGROUND",24,180,-90,"SET-UP"
"MEC-210","UGROUND",0,180,-90,"SET-UP"
"MEC-210","UGROUND",25,180,-90,"SET-UP"
"MEC-211","UGROUND",0,180,-90,"SET-UP"
"MEC-211","UGROUND",26,180,-90,"SET-UP"
"MEC-212","UGROUND",0,180,-90,"SET-UP"
"MEC-212","UGROUND",27,180,-90,"SET-UP"
"MEC-213","UGROUND",0,180,-90,"SET-UP"
"MEC-213","UGROUND",28,180,-90,"SET-UP"
"MEC-214","UGROUND",0,205,-48,"SET-UP"
"MEC-214","UGROUND",15,207.8,-48.3,"SGL SHOT"
"MEC-215","UGROUND",0,180,-90,"SET-UP"
"MEC-216","UGROUND",0,78.5,-70,"SET-UP"
"MEC-217","UGROUND",0,247.5,-42,"SET-UP"
"MEC-217","UGROUND",10,247.9,-42.5,"SGL SHOT"
"MEC-218","UGROUND",0,180,-90,"SET-UP"
"MEC-219","UGROUND",0,135,-85,"SET-UP"
"MEC-220","UGROUND",0,296,37,"SET-UP"
"MEC-220","UGROUND",5,302.6,37.2,"SGL SHOT"
"MEC-220","UGROUND",20,303.2,36,"SGL SHOT"
"MEC-221","UGROUND",0,180,-90,"SET-UP"
"MEC-222","UGROUND",0,180,90,"SET-UP"
"MEC-223","UGROUND",0,180,-90,"SET-UP"
"MEC-224","UGROUND",0,180,90,"SET-UP"
"MEC-225","UGROUND",0,180,-90,"SET-UP"
"MEC-226","UGROUND",0,180,-90,"SET-UP"
"MEC-227","UGROUND",0,180,-90,"SET-UP"
"MEC-228","UGROUND",0,180,90,"SET-UP"
"MEC-229","UGROUND",0,180,-90,"SET-UP"
"MEC-230","UGROUND",0,180,90,"SET-UP"
"MEC-231","UGROUND",0,180,-90,"SET-UP"
"MEC-232","UGROUND",0,180,90,"SET-UP"
"MEC-233","UGROUND",0,180,-90,"SET-UP"
"MEC-234","UGROUND",0,180,90,"SET-UP"
"MEC-235","UGROUND",0,180,-90,"SET-UP"
"MEC-239","UGROUND",0,180,-90,"SET-UP"
"MEC-241","UGROUND",0,180,-90,"SET-UP"
"MEC-242","UGROUND",0,180,-90,"SET-UP"
"MEC-243","UGROUND",0,180,-90,"SET-UP"
"MEC-245","UGROUND",0,180,-90,"SET-UP"
"MEC-246","UGROUND",0,180,-90,"SET-UP"
"MEC-247","UGROUND",0,180,-90,"SET-UP"
"MEC-248","UGROUND",0,180,-90,"SET-UP"
"MEC-249","UGROUND",0,180,-90,"SET-UP"
"MEC-250","UGROUND",0,180,-90,"SET-UP"
"MEC-251","UGROUND",0,180,-90,"SET-UP"
"MEC-252","UGROUND",0,180,-90,"SET-UP"
"MEC-253","UGROUND",0,180,-90,"SET-UP"
"MEC-255","UGROUND",0,180,-90,"SET-UP"
"MEC-256","UGROUND",0,180,-90,"SET-UP"
"MEC-257","UGROUND",0,240,-12,"SET-UP"
"MEC-257","UGROUND",23,241.4,-12.2,"SGL SHOT"
"MEC-258","UGROUND",0,180,-90,"SET-UP"
"MEC-259","UGROUND",0,180,-90,"SET-UP"
"MEC-261","UGROUND",0,180,-90,"SET-UP"
"MEC-262","UGROUND",0,180,-90,"SET-UP"
"MEC-263","UGROUND",0,180,-90,"SET-UP"
"MEC-264","UGROUND",0,180,-90,"SET-UP"
"MEC-266","UGROUND",0,31,-11,"SET-UP"
"MEC-266","UGROUND",6,30.6,-11.4,"SGL SHOT"
"MEC-266","UGROUND",40,31.5,-11.7,"SGL SHOT"
"MEC-267","UGROUND",0,39,-19,"SET-UP"
"MEC-267","UGROUND",9,38.9,-19.4,"SGL SHOT"
"MEC-267","UGROUND",40,39.5,-19.7,"SGL SHOT"
"MEC-268","UGROUND",0,36,-26,"SET-UP"
"MEC-268","UGROUND",9,35.9,-27.2,"SGL SHOT"
"MEC-268","UGROUND",30,35.2,-27.6,"SGL SHOT"
"MEC-269","UGROUND",0,87,-15,"SET-UP"
"MEC-269","UGROUND",9,88.2,-16.5,"SGL SHOT"
"MEC-269","UGROUND",30,88.9,-16.8,"SGL SHOT"
"MEC-270","UGROUND",0,87,-25,"SET-UP"
"MEC-270","UGROUND",9,88.3,-24.1,"SGL SHOT"
"MEC-270","UGROUND",39,88.7,-23.9,"SGL SHOT"
"MEC-271","UGROUND",0,83,-39,"SET-UP"
"MEC-271","UGROUND",9,82.5,-38.4,"SGL SHOT"
"MEC-271","UGROUND",30,79.2,-38.7,"SGL SHOT"
"MEC-272","UGROUND",0,180,-90,"SET-UP"
"MEC-273","UGROUND",0,180,-90,"SET-UP"
"MEC-275","UGROUND",0,180,-90,"SET-UP"
"MEC-276","UGROUND",0,180,-90,"SET-UP"
"MEC-277","UGROUND",0,180,-90,"SET-UP"
"MEC-278","UGROUND",0,180,-90,"SET-UP"
"MEC-279","UGROUND",0,180,-90,"SET-UP"
"MEC-280","UGROUND",0,180,-90,"SET-UP"
"MEC-281","UGROUND",0,278,19,"SGL SHOT"
"MEC-281","UGROUND",5,288.4,17.7,"SET-UP"
"MEC-282","UGROUND",0,98,22,"SET-UP"
"MEC-282","UGROUND",5,103.8,21.9,"SGL SHOT"
"MEC-283","UGROUND",0,98,-22,"SET-UP"
"MEC-283","UGROUND",5,103.5,-21.9,"SGL SHOT"
"MEC-284","UGROUND",0,180,-90,"SET-UP"
"MEC-285","UGROUND",0,278,25,"SET-UP"
"MEC-285","UGROUND",5,281,23.7,"SGL SHOT"
"MEC-286","UGROUND",0,278,-22,"SET-UP"
"MEC-286","UGROUND",5,279.8,-21.8,"SGL SHOT"
"MEC-286","UGROUND",20,281,-21.2,"SGL SHOT"
"MEC-287","UGROUND",0,180,-90,"SET-UP"
"MEC-288","UGROUND",0,98,-18,"SET-UP"
"MEC-288","UGROUND",5,97.4,-17.7,"SGL SHOT"
"MEC-289","UGROUND",0,279,19,"SET-UP"
"MEC-289","UGROUND",0,279,19,"SGL SHOT"
"MEC-289","UGROUND",5,284,17.9,"SGL SHOT"
"MEC-290","UGROUND",0,279,-18,"SET-UP"
"MEC-290","UGROUND",5,283.2,-18.5,"SGL SHOT"
"MEC-290","UGROUND",20,284.5,-18,"SET-UP"
"MEC-291","UGROUND",0,99,34,"SET-UP"
"MEC-291","UGROUND",5,94.2,32.5,"SGL SHOT"
"MEC-292","UGROUND",0,99,3,"SET-UP"
"MEC-292","UGROUND",5,88.1,3.7,"SGL SHOT"
"MEC-293","UGROUND",0,180,-90,"SET-UP"
"MEC-294","UGROUND",0,8,30,"SET-UP"
"MEC-294","UGROUND",10,9.9,30.2,"SGL SHOT"
"MEC-295","UGROUND",0,10,9,"SET-UP"
"MEC-295","UGROUND",10,14,9,"SGL SHOT"
"MEC-295","UGROUND",45,12.8,7.5,"SGL SHOT"
"MEC-296","UGROUND",0,323,12,"SET-UP"
"MEC-296","UGROUND",10,317.5,12,"SGL SHOT"
"MEC-296","UGROUND",25,319.7,11.8,"SGL SHOT"
"MEC-297","UGROUND",0,323,7.5,"SET-UP"
"MEC-297","UGROUND",10,323,5.5,"SGL SHOT"
"MEC-297","UGROUND",45,318.1,5.8,"SGL SHOT"
"MEC-298","UGROUND",0,285,40,"SET-UP"
"MEC-298","UGROUND",5,283.1,38.5,"SGL SHOT"
"MEC-299","UGROUND",0,285,-13,"SET-UP"
"MEC-299","UGROUND",5,287.1,-14.3,"SGL SHOT"
"MEC-300","UGROUND",0,105,-13,"SET-UP"
"MEC-300","UGROUND",5,102.1,-14.7,"SGL SHOT"
"MEC-301","UGROUND",0,180,90,"SET-UP"
"MEC-302","UGROUND",0,99,24,"SET-UP"
"MEC-302","UGROUND",5,97.4,22.3,"SGL SHOT"
"MEC-303","UGROUND",0,32,-10,"SET-UP"
"MEC-303","UGROUND",5,23.5,-10.7,"SGL SHOT"
"MEC-304","UGROUND",0,32,-37,"SET-UP"
"MEC-304","UGROUND",5,26.8,-35.7,"SGL SHOT"
"MEC-305","UGROUND",0,216,31,"SET-UP"
"MEC-305","UGROUND",5,220.6,28.9,"SGL SHOT"
"MEC-306","UGROUND",0,216,0,"SET-UP"
"MEC-306","UGROUND",5,228,0,"SGL SHOT"
"MEC-307","UGROUND",0,101,32,"SET-UP"
"MEC-307","UGROUND",5,102.2,29.8,"SGL SHOT"
"MEC-308","UGROUND",0,101,10,"SET-UP"
"MEC-308","UGROUND",10,111.8,9.2,"SGL SHOT"
"MEC-308","UGROUND",30,111.3,8.9,"SGL SHOT"
"MEC-309","UGROUND",0,101,10,"SET-UP"
"MEC-309","UGROUND",5,107.7,11.6,"SGL SHOT"
"MEC-310","UGROUND",0,101,-12,"SET-UP"
"MEC-310","UGROUND",5,107,-14.4,"SGL SHOT"
"MEC-311","UGROUND",0,32,-14,"SET-UP"
"MEC-311","UGROUND",5,34,-15,"SGL SHOT"
"MEC-312","UGROUND",0,281,33,"SET-UP"
"MEC-312","UGROUND",5,281.9,31,"SGL SHOT"
"MEC-313","UGROUND",0,281,-10,"SET-UP"
"MEC-313","UGROUND",5,280.5,-10.1,"SGL SHOT"
"MEC-314","UGROUND",0,180,-90,"SET-UP"
"MEC-315","UGROUND",0,101,6.5,"SET-UP"
"MEC-315","UGROUND",5,106.8,6,"SGL SHOT"
"MEC-316","UGROUND",0,101,-13,"SET-UP"
"MEC-316","UGROUND",5,102.6,-15.1,"SGL SHOT"
"MEC-317","UGROUND",0,281,29,"SET-UP"
"MEC-317","UGROUND",5,280.2,29.4,"SGL SHOT"
"MEC-318","UGROUND",0,281,0,"SET-UP"
"MEC-318","UGROUND",5,273.9,0.9,"SGL SHOT"
"MEC-319","UGROUND",0,281,-16.5,"SET-UP"
"MEC-319","UGROUND",5,276.5,-15.3,"SGL SHOT"
"MEC-320","UGROUND",0,180,90,"SET-UP"
"MEC-321","UGROUND",0,101,27,"SET-UP"
"MEC-321","UGROUND",5,94.2,25.4,"SGL SHOT"
"MEC-322","UGROUND",0,101,10.5,"SET-UP"
"MEC-322","UGROUND",5,100.9,9.1,"SGL SHOT"
"MEC-323","UGROUND",0,281,20,"SET-UP"
"MEC-323","UGROUND",10,268.8,19.9,"SGL SHOT"
"MEC-324","UGROUND",0,281,27,"SET-UP"
"MEC-324","UGROUND",5,288.7,24.9,"SGL SHOT"
"MEC-325","UGROUND",0,281,-14,"SET-UP"
"MEC-325","UGROUND",5,289.8,-14.9,"SGL SHOT"
"MEC-326","UGROUND",0,281,31,"SET-UP"
"MEC-326","UGROUND",5,284.9,30.3,"SGL SHOT"
"MEC-327","UGROUND",0,101,14,"SET-UP"
"MEC-327","UGROUND",5,99.9,12.5,"SGL SHOT"
"MEC-328","UGROUND",0,101,-1,"SET-UP"
"MEC-328","UGROUND",5,98.4,-2.6,"SGL SHOT"
"MEC-329","UGROUND",0,101,8.5,"SET-UP"
"MEC-329","UGROUND",5,110.1,7.3,"SGL SHOT"
"MEC-330","UGROUND",0,101,-6.5,"SET-UP"
"MEC-330","UGROUND",5,104.6,-6.5,"SGL SHOT"
"MEC-331","UGROUND",0,101,-17,"SET-UP"
"MEC-331","UGROUND",5,101.4,-17.5,"SGL SHOT"
"MEC-332","UGROUND",0,281,27,"SET-UP"
"MEC-332","UGROUND",5,281.9,25.3,"SGL SHOT"
"MEC-333","UGROUND",0,281,24,"SET-UP"
"MEC-333","UGROUND",5,286.1,25.1,"SGL SHOT"
"MEC-334","UGROUND",0,180,-90,"SET-UP"
"MEC-335","UGROUND",0,101,-5.5,"SET-UP"
"MEC-335","UGROUND",5,104.4,-5.6,"SGL SHOT"
"MEC-336","UGROUND",0,280,17,"SET-UP"
"MEC-336","UGROUND",5,285.7,16.6,"SGL SHOT"
"MEC-337","UGROUND",0,280,2,"SET-UP"
"MEC-337","UGROUND",10,283,3.3,"SGL SHOT"
"MEC-338","UGROUND",0,100,-10.5,"SET-UP"
"MEC-338","UGROUND",5,101.4,-11.7,"SGL SHOT"
"MEC-339","UGROUND",0,180,90,"SET-UP"
"MEC-340","UGROUND",0,280,30,"SET-UP"
"MEC-340","UGROUND",5,273.3,31.7,"SGL SHOT"
"MEC-341","UGROUND",0,180,-90,"SET-UP"
"MEC-342","UGROUND",0,180,-90,"SET-UP"
"MEC-343","UGROUND",0,100,9,"SET-UP"
"MEC-343","UGROUND",5,101.5,8.9,"SGL SHOT"
"MEC-344","UGROUND",0,280,4,"SET-UP"
"MEC-344","UGROUND",10,285.4,4.9,"SGL SHOT"
"MEC-345","UGROUND",0,280,-27,"SET-UP"
"MEC-345","UGROUND",10,284.4,-26.3,"SGL SHOT"
"MEC-346","UGROUND",0,180,-90,"SET-UP"
"MEC-347","UGROUND",0,100,14,"SET-UP"
"MEC-347","UGROUND",5,96.9,14.9,"SGL SHOT"
"MEC-348","UGROUND",0,100,-22,"SET-UP"
"MEC-348","UGROUND",5,100.1,-23.1,"SGL SHOT"
"MEC-349","UGROUND",0,280,-5,"SET-UP"
"MEC-349","UGROUND",10,281.7,-4.1,"SGL SHOT"
"MEC-350","UGROUND",0,280,-30,"SET-UP"
"MEC-350","UGROUND",5,280.6,-31.2,"SGL SHOT"
"MEC-351","UGROUND",0,180,-90,"SET-UP"
"MEC-352","UGROUND",0,280,2,"SET-UP"
"MEC-352","UGROUND",10,284.2,1.9,"SGL SHOT"
"MEC-355","UGROUND",0,180,-90,"SET-UP"
"MEC-356","UGROUND",0,180,-90,"SET-UP"
"MEC-357","UGROUND",0,180,-90,"SET-UP"
"MEC-358","UGROUND",0,180,-90,"SET-UP"
"MEC-359","UGROUND",0,180,-90,"SET-UP"
"MEC-360","UGROUND",0,180,-90,"SET-UP"
"MEC-361","UGROUND",0,180,-90,"SET-UP"
"MEC-362","UGROUND",0,180,-90,"SET-UP"
"MEC-363","UGROUND",0,101,-26,"SET-UP"
"MEC-363","UGROUND",5,99.1,-24.1,"SGL SHOT"
"MEC-363","UGROUND",20,97.8,-24.5,"SGL SHOT"
"MEC-364","UGROUND",0,281,-24,"SET-UP"
"MEC-364","UGROUND",5,275.1,-23.9,"SGL SHOT"
"MEC-364","UGROUND",20,289.4,-23.6,"SGL SHOT"
"MEC-365","UGROUND",0,180,-90,"SET-UP"
"MEC-366","UGROUND",0,101,-31,"SET-UP"
"MEC-366","UGROUND",5,97.2,-31.3,"SGL SHOT"
"MEC-367","UGROUND",0,345,-36,"SET-UP"
"MEC-367","UGROUND",5,343.1,-33.9,"SGL SHOT"
"MEC-367","UGROUND",20,340.9,-33.8,"SGL SHOT"
"MEC-368","UGROUND",0,198,-28,"SET-UP"
"MEC-368","UGROUND",5,198.4,-27,"SGL SHOT"
"MEC-368","UGROUND",20,196.7,-27.1,"SGL SHOT"
"MEC-369","UGROUND",0,29,-38,"SET-UP"
"MEC-369","UGROUND",5,26.6,-37.2,"SGL SHOT"
"MEC-369","UGROUND",20,25.3,-37.5,"SGL SHOT"
"MEC-370","UGROUND",0,150,-36,"SET-UP"
"MEC-370","UGROUND",5,160.2,-36,"SGL SHOT"
"MEC-370","UGROUND",20,159.5,-35.2,"SGL SHOT"
"MEC-371","UGROUND",0,280,28,"SET-UP"
"MEC-371","UGROUND",5,281.5,29,"SGL SHOT"
"MEC-372","UGROUND",0,280,10,"SET-UP"
"MEC-372","UGROUND",5,282.4,9.2,"SGL SHOT"
"MEC-372","UGROUND",20,283.2,8.8,"SGL SHOT"
"MEC-373","UGROUND",0,180,-90,"SET-UP"
"MEC-374","UGROUND",0,265,16,"SET-UP"
"MEC-374","UGROUND",10,261.4,15.1,"SGL SHOT"
"MEC-375","UGROUND",0,265,6.5,"SET-UP"
"MEC-375","UGROUND",5,269.1,6.4,"SGL SHOT"
"MEC-376","UGROUND",0,265,3,"SET-UP"
"MEC-376","UGROUND",10,265.1,3.5,"SGL SHOT"
"MEC-377","UGROUND",0,180,90,"SET-UP"
"MEC-378","UGROUND",0,85,30,"SET-UP"
"MEC-378","UGROUND",5,83.3,28.1,"SGL SHOT"
"MEC-379","UGROUND",0,85,-5,"SET-UP"
"MEC-379","UGROUND",5,83,-5.5,"SGL SHOT"
"MEC-380","UGROUND",0,265,9,"SET-UP"
"MEC-380","UGROUND",10,261,10,"SGL SHOT"
"MEC-381","UGROUND",0,180,90,"SET-UP"
"MEC-382","UGROUND",0,85,-11.5,"SET-UP"
"MEC-382","UGROUND",5,82.9,-12.4,"SGL SHOT"
"MEC-382","UGROUND",30,83.8,-12.6,"SGL SHOT"
"MEC-382","UGROUND",50,84.1,-12.8,"SGL SHOT"
"MEC-383","UGROUND",0,180,-90,"SET-UP"
"MEC-384","UGROUND",0,301,13,"SET-UP"
"MEC-384","UGROUND",10,301.5,11.9,"SGL SHOT"
"MEC-385","UGROUND",0,265,21.5,"SET-UP"
"MEC-385","UGROUND",15,262.6,20.9,"SGL SHOT"
"MEC-386","UGROUND",0,85,17,"SET-UP"
"MEC-386","UGROUND",5,82.4,16.4,"SGL SHOT"
"MEC-386","UGROUND",20,81.8,16.1,"SGL SHOT"
"MEC-387","UGROUND",0,180,-90,"SET-UP"
"MEC-388","UGROUND",0,18,10,"SET-UP"
"MEC-388","UGROUND",5,23,8.4,"SGL SHOT"
"MEC-389","UGROUND",0,18,-0.5,"SET-UP"
"MEC-389","UGROUND",5,14.6,-0.1,"SGL SHOT"
"MEC-390","UGROUND",0,18,-12,"SET-UP"
"MEC-390","UGROUND",5,13.3,-12.1,"SGL SHOT"
"MEC-391","UGROUND",0,18,9,"SET-UP"
"MEC-391","UGROUND",10,16,9.3,"SGL SHOT"
"MEC-392","UGROUND",0,18,-11,"SET-UP"
"MEC-392","UGROUND",5,14.8,-12.8,"SGL SHOT"
"MEC-393","UGROUND",0,30,-1.5,"SET-UP"
"MEC-393","UGROUND",10,30.5,-2.9,"SGL SHOT"
"MEC-394","UGROUND",0,18.2,19.7,"SET-UP"
"MEC-394","UGROUND",10,18.2,19.7,"SGL SHOT"
"MEC-395","UGROUND",0,18,-10,"SET-UP"
"MEC-395","UGROUND",5,22.1,-9.3,"SGL SHOT"
"MEC-396","UGROUND",0,18,30,"SET-UP"
"MEC-396","UGROUND",5,22.6,29.2,"SGL SHOT"
"MEC-397","UGROUND",0,18,-15,"SET-UP"
"MEC-397","UGROUND",10,20.7,-16.1,"SGL SHOT"
"MEC-398","UGROUND",0,198,26,"SET-UP"
"MEC-398","UGROUND",5,200.3,24.3,"SGL SHOT"
"MEC-399","UGROUND",0,180,90,"SET-UP"
"MEC-400","UGROUND",0,180,90,"SET-UP"
"MEC-401","UGROUND",0,180,90,"SET-UP"
"MEC-402","UGROUND",0,180,90,"SET-UP"
"MEC-403","UGROUND",0,180,90,"SET-UP"
"MEC-404","UGROUND",0,180,90,"SET-UP"
"MEC-405","UGROUND",0,180,90,"SET-UP"
"MEC-406","UGROUND",15,45,21,"SET-UP"
"MEC-407","UGROUND",0,45,-45,"SET-UP"
"MEC-407","UGROUND",15,38.8,-42.8,"SGL SHOT"
"MEC-408","UGROUND",0,180,-90,"SET-UP"
"MEC-409","UGROUND",0,90,35,"SET-UP"
"MEC-409","UGROUND",10,93,35.5,"SGL SHOT"
"MEC-410","UGROUND",0,180,-90,"SET-UP"
"MEC-411","UGROUND",0,180,-90,"SET-UP"
"MEC-412","UGROUND",0,100,40,"SET-UP"
"MEC-413","UGROUND",0,100,-35,"SET-UP"
"MEC-415","UGROUND",0,180,-90,"SET-UP"
"MEC-416","UGROUND",0,125,30,"SET-UP"
"MEC-416","UGROUND",18,126.1,32.2,"SGL SHOT"
"MEC-417","UGROUND",0,125,-30,"SET-UP"
"MEC-417","UGROUND",10,123.6,-29.8,"SGL SHOT"
"MEC-418","UGROUND",0,192,-29.9,"SET-UP"
"MEC-418","UGROUND",5,191.8,-30.3,"SGL SHOT"
"MEC-419","UGROUND",0,180,-90,"SET-UP"
"MEC-420","UGROUND",0,180,-90,"SET-UP"
"MEC-421","UGROUND",0,180,-90,"SET-UP"
"MEC-422","UGROUND",0,68,9.6,"SET-UP"
"MEC-423","UGROUND",0,180,-90,"SET-UP"
"MEC-425","UGROUND",0,350,25,"SET-UP"
"MEC-425","UGROUND",10,346.6,23.4,"SGL SHOT"
"MEC-426","UGROUND",0,92,1.4,"SET-UP"
"MEC-426","UGROUND",20,82.2,1.6,"SGL SHOT"
"MEC-427","UGROUND",0,120,24.7,"SET-UP"
"MEC-427","UGROUND",14,118.7,22.3,"SGL SHOT"
